"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"425138","SC","0.0","1.2","03/02/2025"
"425139","SC","35.2","0.0","03/02/2025"
"425140","SC","0.0","2.8","03/02/2025"
"425142","SC","14.3","0.0","03/02/2025"
"425143","SC","59.8","0.0","03/02/2025"
"425145","SC","1.3","0.0","03/02/2025"
"425146","SC","23.5","0.0","03/02/2025"
"425147","SC","0.0","0.0","03/02/2025"
"425149","SC","0.0","0.0","03/02/2025"
"425150","SC","46.7","11.3","03/02/2025"
"425154","SC","36.8","0.0","03/02/2025"
"425155","SC","0.0","0.0","03/02/2025"
"425156","SC","0.0","0.0","03/02/2025"
"425157","SC","Not Available","Not Available","03/02/2025"
"425158","SC","Not Available","Not Available","03/02/2025"
"425159","SC","48.8","0.0","03/02/2025"
